image_names,class,xmin,xmax,ymin,ymax
hoankiem_4320.jpg,tank,38,57,0,13
hoankiem_4426.jpg,tank,14,58,38,69
hoankiem_4454.jpg,tank,86,100,15,37
hoankiem_4455.jpg,tank,0,16,14,37
hoankiem_4536.jpg,tank,97,100,74,93
hoankiem_4537.jpg,tank,0,18,52,98
hoankiem_4663.jpg,tank,54,78,17,53
hoankiem_4679.jpg,tank,34,52,30,56
hoankiem_4686.jpg,tank,1,28,76,97
hoankiem_4686.jpg,tank,38,60,40,76
hoankiem_4686.jpg,tank,48,82,20,44
hoankiem_4776.jpg,tank,95,100,45,60
hoankiem_4777.jpg,tank,0,41,26,61
hoankiem_4961.jpg,tank,98,100,94,100
hoankiem_4962.jpg,tank,0,34,92,100
hoankiem_5068.jpg,tank,98,100,0,10
hoankiem_5069.jpg,tank,0,47,0,22
hoankiem_5095.jpg,tank,41,68,78,100
hoankiem_5095.jpg,tank,56,87,68,100
hoankiem_5095.jpg,tank,73,100,57,94
hoankiem_5096.jpg,tank,0,2,78,91
hoankiem_5202.jpg,tank,74,87,0,4
hoankiem_5202.jpg,tank,51,72,0,11
hoankiem_5247.jpg,tank,37,57,84,100
hoankiem_5249.jpg,tank,66,92,60,80
hoankiem_5319.jpg,tank,12,31,49,72
hoankiem_5343.jpg,tank,90,100,11,45
hoankiem_5343.jpg,tank,50,78,5,25
hoankiem_5344.jpg,tank,0,9,12,45
hoankiem_5354.jpg,tank,39,56,0,4
hoankiem_5358.jpg,tank,30,54,20,49
hoankiem_5382.jpg,tank,87,100,75,91
hoankiem_5383.jpg,tank,28,57,82,99
hoankiem_5383.jpg,tank,0,14,77,94
hoankiem_5389.jpg,tank,31,78,15,44
hoankiem_5460.jpg,tank,98,100,5,14
hoankiem_5461.jpg,tank,0,29,0,21
hoankiem_5469.jpg,tank,84,95,98,100
hoankiem_5576.jpg,tank,68,98,0,21
hoankiem_5693.jpg,tank,88,100,94,100
hoankiem_5693.jpg,tank,91,100,42,78
hoankiem_5693.jpg,tank,59,91,18,58
hoankiem_5694.jpg,tank,0,5,94,100
hoankiem_5694.jpg,tank,45,49,87,95
hoankiem_5694.jpg,tank,0,19,30,78
hoankiem_5739.jpg,tank,47,67,83,100
hoankiem_5744.jpg,tank,41,71,59,83
hoankiem_5749.jpg,tank,48,77,50,67
hoankiem_5749.jpg,tank,2,36,45,64
hoankiem_5755.jpg,tank,39,100,10,53
hoankiem_5756.jpg,tank,0,16,12,51
hoankiem_5796.jpg,tank,90,100,27,41
hoankiem_5797.jpg,tank,0,33,28,47
hoankiem_5800.jpg,tank,75,100,0,51
hoankiem_5801.jpg,tank,0,11,0,37
hoankiem_5827.jpg,tank,0,48,56,79
hoankiem_5846.jpg,tank,24,54,7,31
hoankiem_5846.jpg,tank,55,58,0,1
hoankiem_5856.jpg,tank,31,65,15,33
hoankiem_5901.jpg,tank,81,100,19,54
hoankiem_5902.jpg,tank,0,9,21,54
hoankiem_5908.jpg,tank,93,100,40,77
hoankiem_5909.jpg,tank,0,20,39,81
hoankiem_6013.jpg,tank,34,71,41,70
hoankiem_6014.jpg,tank,22,62,57,86
hoankiem_6015.jpg,tank,8,49,73,99
hoankiem_6070.jpg,tank,71,100,1,23
hoankiem_6071.jpg,tank,0,1,6,14
hoankiem_6109.jpg,tank,87,100,73,88
hoankiem_6109.jpg,tank,91,100,59,72
hoankiem_6110.jpg,tank,30,59,79,100
hoankiem_6110.jpg,tank,0,20,75,93
hoankiem_6110.jpg,tank,0,21,60,77
hoankiem_6110.jpg,tank,22,46,52,81
hoankiem_6159.jpg,tank,66,97,46,73
hoankiem_6189.jpg,tank,78,100,37,58
hoankiem_6190.jpg,tank,0,8,38,55
hoankiem_6217.jpg,tank,30,54,0,10
hoankiem_6269.jpg,tank,10,40,58,83
hoankiem_6270.jpg,tank,54,86,70,96
hoankiem_6296.jpg,tank,80,100,14,35
hoankiem_6297.jpg,tank,0,16,12,32
hoankiem_6305.jpg,tank,98,100,98,100
hoankiem_6306.jpg,tank,0,6,98,100
hoankiem_6309.jpg,tank,2,32,58,82
hoankiem_6412.jpg,tank,83,100,0,25
hoankiem_6413.jpg,tank,0,13,0,25
hoankiem_6418.jpg,tank,95,100,69,82
hoankiem_6419.jpg,tank,6,34,80,100
hoankiem_6419.jpg,tank,0,21,62,85
hoankiem_6453.jpg,tank,84,100,48,65
hoankiem_6453.jpg,tank,91,100,20,38
hoankiem_6454.jpg,tank,0,27,50,70
hoankiem_6454.jpg,tank,0,34,20,42
hoankiem_6512.jpg,tank,95,100,96,100
hoankiem_6513.jpg,tank,0,16,94,100
hoankiem_6526.jpg,tank,7,25,0,6
hoankiem_6587.jpg,tank,7,23,88,100
hoankiem_6619.jpg,tank,86,100,0,21
hoankiem_6620.jpg,tank,0,16,0,18
hoankiem_6680.jpg,tank,20,40,2,30
hoankiem_6694.jpg,tank,8,32,0,31
hoankiem_6918.jpg,tank,38,53,94,100
hoankiem_6919.jpg,tank,47,83,46,97
hoankiem_6920.jpg,tank,50,88,0,52
hoankiem_7025.jpg,tank,32,71,0,43
hoankiem_7056.jpg,tank,61,96,50,81
hoankiem_7149.jpg,tank,77,100,81,100
hoankiem_7149.jpg,tank,98,100,61,71
hoankiem_7150.jpg,tank,0,5,82,96
hoankiem_7150.jpg,tank,13,51,79,100
hoankiem_7150.jpg,tank,0,35,47,74
hoankiem_7242.jpg,tank,99,100,65,67
hoankiem_7243.jpg,tank,0,38,55,100
hoankiem_7256.jpg,tank,79,94,0,3
hoankiem_7257.jpg,tank,14,36,0,7
hoankiem_7347.jpg,tank,76,100,47,94
hoankiem_7348.jpg,tank,0,13,59,96
hoankiem_7348.jpg,tank,93,100,3,30
hoankiem_7349.jpg,tank,0,31,2,59
hoankiem_7350.jpg,tank,15,38,0,9
hoankiem_7440.jpg,tank,64,100,31,59
hoankiem_7441.jpg,tank,0,8,32,46
hoankiem_7447.jpg,tank,7,37,13,40
hoankiem_7553.jpg,tank,74,100,32,60
hoankiem_7554.jpg,tank,0,10,32,49
hoankiem_7570.jpg,tank,92,100,96,100
hoankiem_7571.jpg,tank,0,33,88,100
hoankiem_7606.jpg,tank,86,100,60,80
hoankiem_7606.jpg,tank,32,54,32,55
hoankiem_7607.jpg,tank,0,25,63,84
hoankiem_7677.jpg,tank,86,100,0,19
hoankiem_7678.jpg,tank,0,34,0,17
hoankiem_7749.jpg,tank,45,76,33,51
hoankiem_7779.jpg,tank,14,47,67,90
hoankiem_7779.jpg,tank,15,53,29,55
hoankiem_7913.jpg,tank,69,100,47,85
hoankiem_7914.jpg,tank,0,17,46,74
hoankiem_8008.jpg,tank,16,44,94,100
hoankiem_8010.jpg,tank,29,51,92,100
hoankiem_8115.jpg,tank,14,43,0,19
hoankiem_8117.jpg,tank,25,51,0,16
hoankiem_8123.jpg,tank,0,30,79,100
hoankiem_8173.jpg,tank,50,78,22,41
hoankiem_8192.jpg,tank,75,98,64,82
hoankiem_8230.jpg,tank,2,21,0,4
hoankiem_8253.jpg,tank,18,45,75,100
hoankiem_8254.jpg,tank,29,49,95,100
hoankiem_8301.jpg,tank,42,67,0,19
hoankiem_8330.jpg,tank,20,39,95,100
hoankiem_8360.jpg,tank,15,41,0,22
hoankiem_8361.jpg,tank,22,53,0,41
hoankiem_8437.jpg,tank,21,59,30,61
hoankiem_8437.jpg,tank,7,42,0,23
hoankiem_8449.jpg,tank,47,80,89,100
hoankiem_8518.jpg,tank,22,55,55,84
hoankiem_8536.jpg,tank,27,67,4,35
hoankiem_8556.jpg,tank,37,82,0,36
hoankiem_8621.jpg,tank,18,46,82,100
hoankiem_8621.jpg,tank,11,41,63,88
hoankiem_8623.jpg,tank,63,95,63,87
hoankiem_8641.jpg,tank,89,100,19,38
hoankiem_8642.jpg,tank,0,19,14,39
hoankiem_8728.jpg,tank,51,88,49,86
hoankiem_8728.jpg,tank,27,58,1,28
hoankiem_8728.jpg,tank,20,36,0,6
hoankiem_8876.jpg,tank,26,82,26,68
hoankiem_8921.jpg,tank,10,44,59,97
hoankiem_9045.jpg,tank,31,65,23,51
hoankiem_9174.jpg,tank,19,36,95,100
hoankiem_9207.jpg,tank,74,100,34,53
hoankiem_9208.jpg,tank,0,3,39,53
hoankiem_9281.jpg,tank,2,37,0,21
hoankiem_9317.jpg,tank,39,92,73,92
hoankiem_9412.jpg,tank,97,100,18,31
hoankiem_9413.jpg,tank,0,35,10,48
hoankiem_9443.jpg,tank,2,48,14,42
hoankiem_9611.jpg,tank,37,74,21,47
hoankiem_9689.jpg,tank,81,100,91,100
hoankiem_9689.jpg,tank,38,100,70,100
hoankiem_9690.jpg,tank,0,6,93,100
hoankiem_9701.jpg,tank,52,79,31,52
hoankiem_9734.jpg,tank,97,100,85,100
hoankiem_9735.jpg,tank,0,56,66,100
hoankiem_9752.jpg,tank,17,67,16,51
hoankiem_9774.jpg,tank,53,75,19,41
hoankiem_9781.jpg,tank,11,36,33,71
hoankiem_9796.jpg,tank,62,100,16,55
hoankiem_9796.jpg,tank,48,100,0,34
hoankiem_9796.jpg,tank,38,66,0,8
hoankiem_9797.jpg,tank,0,23,11,38
hoankiem_9797.jpg,tank,0,8,0,13
hoankiem_9815.jpg,tank,37,67,82,100
hoankiem_9820.jpg,tank,2,46,44,74
hoankiem_9841.jpg,tank,98,100,0,5
hoankiem_9842.jpg,tank,0,51,0,13
hoankiem_9880.jpg,tank,56,82,49,75
hoankiem_9901.jpg,tank,19,46,71,100
hoankiem_9901.jpg,tank,44,75,61,100
hoankiem_9901.jpg,tank,69,98,55,93
hoankiem_9902.jpg,tank,26,59,30,72
hoankiem_9906.jpg,tank,65,99,83,100
hoankiem_9922.jpg,tank,39,52,0,4
hoankiem_9995.jpg,tank,27,80,22,76
hoankiem_10004.jpg,tank,87,100,94,100
hoankiem_10005.jpg,tank,0,13,94,100
hoankiem_10008.jpg,tank,55,69,0,4
hoankiem_10008.jpg,tank,27,48,0,12
hoankiem_10013.jpg,tank,65,83,0,5
hoankiem_10111.jpg,tank,65,91,17,37
hoankiem_10111.jpg,tank,84,100,0,13
hoankiem_10112.jpg,tank,0,15,0,12
hoankiem_10117.jpg,tank,38,65,23,49
hoankiem_10117.jpg,tank,26,49,1,23
hoankiem_10131.jpg,tank,42,82,19,51
hoankiem_10135.jpg,tank,55,88,84,100
hoankiem_10135.jpg,tank,5,45,69,100
hoankiem_10159.jpg,tank,69,98,18,45
hoankiem_10179.jpg,tank,77,98,89,100
hoankiem_10237.jpg,tank,61,87,20,45
hoankiem_10237.jpg,tank,43,77,2,28
hoankiem_10241.jpg,tank,97,100,11,37
hoankiem_10242.jpg,tank,88,100,35,72
hoankiem_10242.jpg,tank,42,78,22,62
hoankiem_10242.jpg,tank,0,41,8,50
hoankiem_10242.jpg,tank,55,88,0,14
hoankiem_10242.jpg,tank,13,39,0,4
hoankiem_10243.jpg,tank,0,24,34,74
hoankiem_10286.jpg,tank,97,100,26,36
hoankiem_10286.jpg,tank,74,96,0,12
hoankiem_10287.jpg,tank,0,22,14,39
hoankiem_10302.jpg,tank,6,35,77,100
hoankiem_10327.jpg,tank,1,35,23,46
hoankiem_10342.jpg,tank,72,100,53,85
hoankiem_10342.jpg,tank,62,89,40,65
hoankiem_10342.jpg,tank,12,34,36,56
hoankiem_10343.jpg,tank,0,10,53,73
hoankiem_10351.jpg,tank,60,100,24,47
hoankiem_10351.jpg,tank,12,46,12,35
hoankiem_10408.jpg,tank,62,85,10,31
hoankiem_10478.jpg,tank,92,100,21,48
hoankiem_10479.jpg,tank,0,16,21,50
hoankiem_10479.jpg,tank,12,39,12,42
hoankiem_10535.jpg,tank,82,100,85,100
hoankiem_10536.jpg,tank,0,23,86,100
hoankiem_10583.jpg,tank,48,78,94,100
hoankiem_10584.jpg,tank,49,84,48,69
hoankiem_10584.jpg,tank,46,82,22,45
hoankiem_10587.jpg,tank,4,39,35,75
hoankiem_10587.jpg,tank,16,19,57,60
hoankiem_10587.jpg,tank,19,22,55,58
hoankiem_10587.jpg,tank,21,24,54,57
hoankiem_10587.jpg,tank,24,27,52,55
hoankiem_10600.jpg,tank,12,40,8,36
hoankiem_10642.jpg,tank,57,100,81,100
hoankiem_10642.jpg,tank,83,100,16,34
hoankiem_10642.jpg,tank,83,100,0,7
hoankiem_10643.jpg,tank,0,2,90,100
hoankiem_10643.jpg,tank,0,21,16,33
hoankiem_10643.jpg,tank,0,22,0,13
hoankiem_10662.jpg,tank,2,36,88,100
hoankiem_10690.jpg,tank,46,95,0,35
hoankiem_10699.jpg,tank,54,89,24,60
hoankiem_10742.jpg,tank,49,78,19,35
hoankiem_10749.jpg,tank,68,100,0,5
hoankiem_10750.jpg,tank,0,1,0,1
hoankiem_10754.jpg,tank,72,95,68,90
hoankiem_10766.jpg,tank,17,55,46,73
hoankiem_10768.jpg,tank,98,100,1,12
hoankiem_10769.jpg,tank,0,36,0,15
hoankiem_10876.jpg,tank,23,55,39,68
hoankiem_10957.jpg,tank,27,49,36,66
hoankiem_10982.jpg,tank,7,38,64,88
hoankiem_11017.jpg,tank,46,81,33,62
hoankiem_11104.jpg,tank,54,81,0,45
hoankiem_11105.jpg,tank,1,28,14,55
hoankiem_11137.jpg,tank,38,81,92,100
hoankiem_11137.jpg,tank,86,100,86,100
hoankiem_11137.jpg,tank,63,100,51,88
hoankiem_11137.jpg,tank,43,83,29,67
hoankiem_11138.jpg,tank,0,27,71,100
hoankiem_11138.jpg,tank,0,4,51,66
hoankiem_11244.jpg,tank,85,100,0,10
hoankiem_11244.jpg,tank,39,82,0,10
hoankiem_11245.jpg,tank,0,9,0,9
hoankiem_11262.jpg,tank,9,52,46,83
hoankiem_11266.jpg,tank,36,60,39,66
hoankiem_11271.jpg,tank,15,40,17,36
hoankiem_11273.jpg,tank,81,100,23,43
hoankiem_11274.jpg,tank,0,21,17,39
hoankiem_11291.jpg,tank,56,80,37,58
hoankiem_11291.jpg,tank,32,64,7,34
hoankiem_11337.jpg,tank,37,70,10,43
hoankiem_11373.jpg,tank,31,55,36,58
hoankiem_11379.jpg,tank,32,74,69,100
hoankiem_11380.jpg,tank,85,100,94,100
hoankiem_11381.jpg,tank,0,20,91,100
hoankiem_11403.jpg,tank,41,66,78,99
hoankiem_11404.jpg,tank,89,100,24,43
hoankiem_11405.jpg,tank,0,16,21,42
hoankiem_11486.jpg,tank,45,47,0,1
hoankiem_11487.jpg,tank,84,100,0,15
hoankiem_11488.jpg,tank,0,17,0,11
hoankiem_11497.jpg,tank,4,36,51,78
hoankiem_11500.jpg,tank,21,49,88,100
hoankiem_11501.jpg,tank,2,25,5,26
hoankiem_11605.jpg,tank,98,100,20,28
hoankiem_11606.jpg,tank,0,31,8,35
hoankiem_11607.jpg,tank,20,47,0,13
hoankiem_11678.jpg,tank,31,60,61,91
hoankiem_11695.jpg,tank,85,100,96,100
hoankiem_11696.jpg,tank,0,1,99,100
hoankiem_11696.jpg,tank,86,100,65,100
hoankiem_11697.jpg,tank,0,11,67,100
hoankiem_11760.jpg,tank,12,67,50,70
hoankiem_11789.jpg,tank,6,22,93,100
hoankiem_11802.jpg,tank,81,100,14,37
hoankiem_11802.jpg,tank,74,100,0,19
hoankiem_11803.jpg,tank,0,14,12,33
hoankiem_11803.jpg,tank,90,100,0,8
hoankiem_11803.jpg,tank,0,4,0,11
hoankiem_11804.jpg,tank,0,11,0,8
hoankiem_11819.jpg,tank,61,94,9,41
hoankiem_11849.jpg,tank,32,56,86,100
hoankiem_11883.jpg,tank,76,100,71,100
hoankiem_11884.jpg,tank,0,19,70,94
hoankiem_11895.jpg,tank,95,100,6,22
hoankiem_11896.jpg,tank,0,22,0,23
hoankiem_11928.jpg,tank,50,80,37,61
hoankiem_11938.jpg,tank,15,42,9,30
hoankiem_11956.jpg,tank,24,54,0,42
hoankiem_11990.jpg,tank,79,91,0,2
hoankiem_12034.jpg,tank,97,100,82,96
hoankiem_12035.jpg,tank,0,25,71,96
hoankiem_12070.jpg,tank,41,76,32,95
hoankiem_12084.jpg,tank,10,32,88,100
hoankiem_12084.jpg,tank,4,41,52,84
hoankiem_12177.jpg,tank,25,60,8,67
hoankiem_12187.jpg,tank,87,100,32,50
hoankiem_12187.jpg,tank,86,100,4,19
hoankiem_12188.jpg,tank,0,15,32,50
hoankiem_12188.jpg,tank,0,14,4,19
hoankiem_12190.jpg,tank,97,100,14,22
hoankiem_12191.jpg,tank,0,31,0,24
hoankiem_12284.jpg,tank,21,68,22,100
hoankiem_12309.jpg,tank,76,100,52,79
hoankiem_12310.jpg,tank,0,36,48,76
hoankiem_12369.jpg,tank,82,100,43,100
hoankiem_12370.jpg,tank,0,25,43,100
hoankiem_12376.jpg,tank,35,100,45,96
hoankiem_12386.jpg,tank,29,59,8,37
hoankiem_12390.jpg,tank,53,81,53,88
hoankiem_12391.jpg,tank,5,23,8,33
hoankiem_12413.jpg,tank,6,44,13,53
hoankiem_12415.jpg,tank,86,100,85,100
hoankiem_12416.jpg,tank,0,33,78,100
hoankiem_12418.jpg,tank,34,75,58,84
hoankiem_12473.jpg,tank,82,100,0,15
hoankiem_12474.jpg,tank,8,76,67,100
hoankiem_12474.jpg,tank,0,25,0,15
hoankiem_12480.jpg,tank,78,100,23,71
hoankiem_12481.jpg,tank,0,24,23,71
hoankiem_12483.jpg,tank,13,39,52,75
hoankiem_12485.jpg,tank,65,86,74,100
hoankiem_12491.jpg,tank,0,28,31,68
hoankiem_12495.jpg,tank,82,100,17,40
hoankiem_12496.jpg,tank,0,8,17,40
hoankiem_12519.jpg,tank,90,100,0,9
hoankiem_12520.jpg,tank,0,29,0,7
hoankiem_12528.jpg,tank,58,75,80,100
hoankiem_12533.jpg,tank,95,100,43,63
hoankiem_12534.jpg,tank,0,31,43,63
hoankiem_12578.jpg,tank,8,76,0,19
hoankiem_12584.jpg,tank,16,45,21,52
hoankiem_12585.jpg,tank,42,100,45,86
hoankiem_12586.jpg,tank,0,11,45,67
hoankiem_12589.jpg,tank,65,86,0,2
hoankiem_12593.jpg,tank,2,37,8,52
hoankiem_12597.jpg,tank,0,23,63,96
hoankiem_12623.jpg,tank,53,72,49,69
hoankiem_12632.jpg,tank,62,63,0,1
hoankiem_12636.jpg,tank,10,51,95,100
hoankiem_12637.jpg,tank,50,90,19,35
hoankiem_12638.jpg,tank,10,45,69,95
hoankiem_12639.jpg,tank,30,58,22,66
hoankiem_12694.jpg,tank,63,84,61,83
hoankiem_12694.jpg,tank,50,79,27,54
hoankiem_12697.jpg,tank,53,90,3,31
hoankiem_12698.jpg,tank,73,100,77,100
hoankiem_12699.jpg,tank,0,8,77,100
hoankiem_12700.jpg,tank,90,100,16,38
hoankiem_12701.jpg,tank,0,11,16,38
hoankiem_12727.jpg,tank,24,47,76,100
hoankiem_12740.jpg,tank,10,51,0,38
hoankiem_12741.jpg,tank,23,93,41,65
hoankiem_12753.jpg,tank,38,100,82,100
hoankiem_12754.jpg,tank,0,11,82,100
hoankiem_12793.jpg,tank,30,54,2,32
hoankiem_12801.jpg,tank,93,100,67,90
hoankiem_12802.jpg,tank,0,31,67,90
hoankiem_12802.jpg,tank,34,77,28,53
hoankiem_12802.jpg,tank,73,100,0,21
hoankiem_12803.jpg,tank,0,8,0,21
hoankiem_12804.jpg,tank,9,48,69,100
hoankiem_12805.jpg,tank,22,69,30,60
hoankiem_12831.jpg,tank,24,36,0,5
hoankiem_12857.jpg,tank,38,100,0,12
hoankiem_12858.jpg,tank,0,11,0,12
hoankiem_12900.jpg,tank,71,100,34,79
hoankiem_12901.jpg,tank,0,13,34,79
hoankiem_12908.jpg,tank,91,100,93,100
hoankiem_12909.jpg,tank,0,8,93,100
hoankiem_12909.jpg,tank,92,100,17,44
hoankiem_12910.jpg,tank,0,27,17,44
hoankiem_12910.jpg,tank,35,61,6,32
hoankiem_12993.jpg,tank,17,42,66,97
hoankiem_13005.jpg,tank,29,63,44,75
hoankiem_13012.jpg,tank,91,100,0,13
hoankiem_13013.jpg,tank,8,26,24,50
hoankiem_13013.jpg,tank,0,8,0,13
hoankiem_13015.jpg,tank,44,76,25,45
hoankiem_13017.jpg,tank,43,56,47,59
hoankiem_13080.jpg,tank,57,100,23,56
hoankiem_13081.jpg,tank,0,12,23,56
hoankiem_13108.jpg,tank,9,29,53,77
hoankiem_13109.jpg,tank,79,95,8,29
hoankiem_13110.jpg,tank,9,28,9,31
hoankiem_13111.jpg,tank,72,99,95,100
hoankiem_13118.jpg,tank,15,39,64,87
hoankiem_13118.jpg,tank,82,100,57,78
hoankiem_13119.jpg,tank,0,7,57,78
hoankiem_13157.jpg,tank,49,100,47,80
hoankiem_13158.jpg,tank,0,7,47,80
hoankiem_13213.jpg,tank,92,100,33,60
hoankiem_13214.jpg,tank,0,23,33,60
hoankiem_13215.jpg,tank,72,99,0,15
hoankiem_13221.jpg,tank,24,40,17,38
hoankiem_13324.jpg,tank,71,93,87,100
hoankiem_13326.jpg,tank,93,100,35,55
hoankiem_13327.jpg,tank,0,8,35,55
hoankiem_13423.jpg,tank,41,71,3,38
hoankiem_13424.jpg,tank,16,43,14,44
hoankiem_13428.jpg,tank,65,93,53,70
hoankiem_13428.jpg,tank,71,93,0,5
hoankiem_13511.jpg,tank,69,100,66,98
hoankiem_13512.jpg,tank,0,9,66,98
hoankiem_13515.jpg,tank,45,76,75,92
hoankiem_13534.jpg,tank,45,72,79,100
hoankiem_13537.jpg,tank,19,39,94,100
hoankiem_13538.jpg,tank,51,75,30,47
hoankiem_13623.jpg,tank,10,30,77,100
hoankiem_13632.jpg,tank,88,100,1,28
hoankiem_13633.jpg,tank,73,92,58,85
hoankiem_13633.jpg,tank,0,10,1,28
hoankiem_13641.jpg,tank,19,39,0,10
hoankiem_13716.jpg,tank,58,75,67,87
hoankiem_13718.jpg,tank,4,28,4,34
hoankiem_13720.jpg,tank,0,27,51,78
hoankiem_13721.jpg,tank,14,52,27,70
hoankiem_13729.jpg,tank,57,92,67,100
hoankiem_13731.jpg,tank,24,46,73,91
hoankiem_13733.jpg,tank,35,55,81,100
hoankiem_13737.jpg,tank,81,100,81,100
hoankiem_13737.jpg,tank,90,100,19,49
hoankiem_13738.jpg,tank,0,8,81,100
hoankiem_13738.jpg,tank,0,19,19,49
hoankiem_13820.jpg,tank,28,45,77,95
hoankiem_13824.jpg,tank,39,61,18,44
hoankiem_13825.jpg,tank,7,32,5,33
hoankiem_13830.jpg,tank,0,19,68,88
hoankiem_13833.jpg,tank,57,92,0,3
hoankiem_13837.jpg,tank,35,55,0,3
hoankiem_13839.jpg,tank,15,39,1,27
hoankiem_13840.jpg,tank,85,100,59,87
hoankiem_13841.jpg,tank,0,4,59,87
hoankiem_13841.jpg,tank,49,63,41,59
hoankiem_13841.jpg,tank,81,100,0,1
hoankiem_13842.jpg,tank,0,8,0,1
hoankiem_13846.jpg,tank,55,71,98,100
hoankiem_13846.jpg,tank,71,90,38,54
hoankiem_13930.jpg,tank,82,100,50,71
hoankiem_13931.jpg,tank,0,24,50,71
hoankiem_13937.jpg,tank,51,70,63,83
hoankiem_13950.jpg,tank,55,72,0,13
hoankiem_13991.jpg,tank,0,44,62,100
hoankiem_14003.jpg,tank,7,46,21,45
hoankiem_14023.jpg,tank,3,22,38,64
hoankiem_14027.jpg,tank,81,100,98,100
hoankiem_14028.jpg,tank,0,8,98,100
hoankiem_14030.jpg,tank,76,96,67,86
hoankiem_14036.jpg,tank,76,100,86,100
hoankiem_14037.jpg,tank,0,11,86,100
hoankiem_14041.jpg,tank,34,52,33,55
hoankiem_14050.jpg,tank,35,53,33,51
hoankiem_14088.jpg,tank,12,78,57,95
hoankiem_14089.jpg,tank,91,100,62,93
hoankiem_14089.jpg,tank,31,75,60,96
hoankiem_14090.jpg,tank,0,65,65,92
hoankiem_14095.jpg,tank,0,44,0,20
hoankiem_14106.jpg,tank,26,62,65,100
hoankiem_14107.jpg,tank,17,40,70,100
hoankiem_14127.jpg,tank,73,100,10,37
hoankiem_14128.jpg,tank,0,6,10,37
hoankiem_14131.jpg,tank,81,100,0,23
hoankiem_14132.jpg,tank,0,8,0,23
hoankiem_14140.jpg,tank,80,100,22,38
hoankiem_14140.jpg,tank,76,100,0,9
hoankiem_14141.jpg,tank,0,5,22,38
hoankiem_14141.jpg,tank,0,11,0,9
hoankiem_14143.jpg,tank,23,41,59,81
hoankiem_14146.jpg,tank,38,54,78,98
hoankiem_14148.jpg,tank,99,100,18,43
hoankiem_14149.jpg,tank,0,26,18,43
hoankiem_14150.jpg,tank,29,54,93,100
hoankiem_14155.jpg,tank,86,100,85,100
hoankiem_14156.jpg,tank,0,9,85,100
hoankiem_14211.jpg,tank,17,40,0,3
hoankiem_14230.jpg,tank,69,100,48,90
hoankiem_14231.jpg,tank,0,42,48,90
hoankiem_14236.jpg,tank,82,100,43,62
hoankiem_14237.jpg,tank,0,1,45,62
hoankiem_14238.jpg,tank,55,79,80,100
hoankiem_14239.jpg,tank,60,88,40,67
hoankiem_14243.jpg,tank,21,39,28,42
